baseline_modelled_ecl,highest_sensitivity_case_id,highest_sensitivity_ecl,highest_sensitivity_delta_not_booked,recognized_management_overlay,illustrative_reported_ecl,gross_exposure,modelled_coverage_ratio,illustrative_reported_coverage_ratio,overlay_share_of_modelled_ecl
27996.918137,combined_empirical_downside,32628.399097,4631.480960,2239.753451,30236.671587,554000.000000,0.050536,0.054579,0.080000
