reporting_date,gross_exposure,baseline_modelled_ecl,governed_modelled_ecl,ecl_change,ecl_reduction,ecl_reduction_pct,baseline_stage1_accounts,baseline_stage2_accounts,baseline_stage3_accounts,governed_stage1_accounts,governed_stage2_accounts,governed_stage3_accounts,rebuttal_request_count,effective_rebuttal_count,pending_rebuttal_count,blocked_rebuttal_count
2023-12-31,554000.000000,29234.318513,27071.316241,-2163.002272,2163.002272,0.073988,1,4,1,2,3,1,3,1,1,1
