model_version,selected_model_name,contract_version,contract_sha256,policy_decision,data_context,approval_cutoff,records_replayed,batches_scored,reporting_decimal_places,expected_mean_pd,service_mean_pd,mean_absolute_pd_delta,maximum_absolute_pd_delta,replay_tolerance,replay_reconciled,artifact_integrity_verified
synthetic-pd-v1,logistic_regression,1.0,cef4c3726a6cb4a30cc1eb4daf0e6cb6251952cd38eaf0b09110d6857d3c1ade,retain_incumbent,synthetic_demo,0.150000000000,994,1,12,0.096946790735,0.096946790735,0.000000000000,0.000000000000,0.000000000001,True,True
