evaluation_sample,incumbent_cutoff,challenger_cutoff,incremental_approved_accounts,incremental_approval_rate,incremental_approved_exposure,incremental_expected_loss,incremental_realized_loss_proxy,incremental_expected_credit_contribution_proxy,incremental_realized_credit_contribution_proxy,marginal_accounts,marginal_mean_pd,marginal_observed_default_rate,realized_contribution_ci_lower,realized_contribution_ci_upper,confidence_level,bootstrap_repetitions,interval_method
out_of_time,0.1500000000,0.2000000000,107,0.1076458753,2908844.8700000001,222823.8340521642,457380.1440000001,94978.0742788357,-139578.2356690000,107,0.1700105774,0.3551401869,-279981.2763867250,-8511.8982069502,0.9500000000,2000,paired_marginal_cohort_bootstrap_percentile
