evaluation_sample,incumbent_cutoff,challenger_cutoff,incremental_approved_accounts,incremental_approval_rate,incremental_approved_exposure,incremental_expected_loss,incremental_realized_loss_proxy,incremental_expected_credit_contribution_proxy,incremental_realized_credit_contribution_proxy,marginal_accounts,marginal_mean_pd,marginal_observed_default_rate,realized_contribution_ci_lower,realized_contribution_ci_upper,confidence_level,bootstrap_repetitions,interval_method
out_of_time,0.1500000000,0.2000000000,35876,0.1589973365,449387425.0000000000,35365518.6260125190,32983740.0000000000,14651204.1939874776,17032982.8200000003,35876,0.1746195830,0.1600512878,16062199.8219999988,18019469.5591249950,0.9500000000,2000,paired_marginal_cohort_bootstrap_percentile
