model_version,selected_model_name,contract_version,contract_sha256,policy_decision,data_context,approval_cutoff,records_replayed,batches_scored,reporting_decimal_places,expected_mean_pd,service_mean_pd,mean_absolute_pd_delta,maximum_absolute_pd_delta,replay_tolerance,replay_reconciled,artifact_integrity_verified
lendingclub-public-pd-v1,random_forest,1.0,c9a493660a0e59f7dafccfebc22f7bde2bce56abcccd35c5e397c64d42a3ad10,advance_challenger,public_lendingclub,0.200000000000,225639,226,12,0.239255182363,0.239255182363,0.000000000000,0.000000000000,0.000000000001,True,True
